"","tl","delta","prob_R0_above1"
"1049",14,-26,0.00641025641025641
"1050",14,-25,0.00835073068893528
"1051",14,-24,0.00533807829181495
"1052",14,-23,0.0107361963190184
"1053",14,-22,0.0140664961636829
"1054",14,-21,0.0153846153846154
"1055",14,-20,0.0339157245632066
"1056",14,-19,0.0274881516587678
"1057",14,-18,0.0356275303643725
"1058",14,-17,0.0422866092404072
"1059",14,-16,0.0629420084865629
"1060",14,-15,0.0691661279896574
"1061",14,-14,0.0894607843137255
"1062",14,-13,0.0924036281179138
"1063",14,-12,0.136543909348442
"1064",14,-11,0.14475138121547
"1065",14,-10,0.210084033613445
"1066",14,-9,0.24972191323693
"1067",14,-8,0.280535415504741
"1068",14,-7,0.336599423631124
"1069",14,-6,0.389014722536806
"1070",14,-5,0.464452214452214
"1071",14,-4,0.511042944785276
"1072",14,-3,0.596852300242131
"1073",14,-2,0.639366827253957
"1074",14,-1,0.710078534031414
"1075",14,0,0.759310344827586
"1076",14,1,0.821502412129566
"1077",14,2,0.851643945469126
"1078",14,3,0.89576802507837
"1079",14,4,0.912151067323481
"1080",14,5,0.937719298245614
"1081",14,6,0.963979416809606
"1082",14,7,0.966850828729282
"1083",14,8,0.980525803310613
"1084",14,9,0.98755980861244
"1085",14,10,0.995680345572354
"1086",14,11,0.993281075027996
"1087",14,12,0.995215311004785
"1088",14,13,0.997405966277562
"1089",14,14,0.995929443690638
"1090",14,15,1
"1091",14,16,0.998430141287284
"1092",14,17,1
"1093",14,18,1
"1094",14,19,1
"1095",14,20,1
"1096",14,21,1
"1097",14,22,1
"1098",14,23,1
"1099",14,24,1
"1100",14,25,1
"1101",14,26,1
"1102",14,27,1
"1103",14,28,1
"1104",14,29,1
"1105",14,30,1
"1106",14,31,1
"1107",14,32,1
"1108",14,33,1
"1109",14,34,1
"1110",14,35,1
"1111",14,36,1
"1112",14,37,1
"1113",14,38,1
"1114",14,39,1
"1115",14,40,1
"1116",14,41,1
"1117",14,42,1
"1118",14,43,1
"1119",14,44,1
"1120",14,45,1
"1121",14,46,1
"1122",14,47,1
"1123",14,48,1
"1124",14,49,1
"1125",14,50,1
"1126",14,51,1
"1127",14,52,1
"1128",14,53,1
"1129",14,56,1
"1130",14,57,1
"1131",14,60,1
"1132",14,62,1
"1133",14,64,1
"1134",15,-53,0
"1135",15,-51,0
"1136",15,-49,0
"1137",15,-48,0
"1138",15,-47,0
"1139",15,-46,0
"1140",15,-45,0
"1141",15,-44,0
"1142",15,-43,0
"1143",15,-42,0
"1144",15,-41,0
"1145",15,-40,0.0238095238095238
"1146",15,-39,0
"1147",15,-38,0
"1148",15,-37,0
"1149",15,-36,0
"1150",15,-35,0
"1151",15,-34,0
"1152",15,-33,0
"1153",15,-32,0
"1154",15,-31,0
"1155",15,-30,0
"1156",15,-29,0
"1157",15,-28,0
"1158",15,-27,0.00259067357512953
"1159",15,-26,0.00223214285714286
"1160",15,-25,0.00759013282732448
"1161",15,-24,0.00634920634920635
"1162",15,-23,0.00149925037481259
"1163",15,-22,0.0167958656330749
"1164",15,-21,0.0251046025104603
"1165",15,-20,0.0208530805687204
"1166",15,-19,0.0256849315068493
"1167",15,-18,0.0357142857142857
"1168",15,-17,0.0445103857566766
"1169",15,-16,0.0517120894479385
"1170",15,-15,0.065231158961368
"1171",15,-14,0.0949519230769231
"1172",15,-13,0.100360576923077
"1173",15,-12,0.125786163522013
"1174",15,-11,0.165217391304348
"1175",15,-10,0.181818181818182
"1176",15,-9,0.228346456692913
"1177",15,-8,0.281134401972873
"1178",15,-7,0.310826542491269
"1179",15,-6,0.381010346926354
"1180",15,-5,0.445911949685535
"1181",15,-4,0.539909149902661
"1182",15,-3,0.580997949419002
"1183",15,-2,0.662853297442799
"1184",15,-1,0.721863799283154
"1185",15,0,0.782302270947533
"1186",15,1,0.807692307692308
"1187",15,2,0.864954432477216
"1188",15,3,0.885690093141406
"1189",15,4,0.926116838487973
"1190",15,5,0.936550491510277
"1191",15,6,0.960155490767736
"1192",15,7,0.980787704130644
"1193",15,8,0.982125124131082
"1194",15,9,0.989754098360656
"1195",15,10,0.988069414316703
"1196",15,11,0.990267639902676
"1197",15,12,0.996300863131936
"1198",15,13,0.996300863131936
"1199",15,14,1
"1200",15,15,1
"1201",15,16,1
"1202",15,17,1
"1203",15,18,1
"1204",15,19,1
"1205",15,20,1
"1206",15,21,1
"1207",15,22,1
"1208",15,23,1
"1209",15,24,1
"1210",15,25,1
"1211",15,26,1
"1212",15,27,1
"1213",15,28,1
"1214",15,29,1
"1215",15,30,1
"1216",15,31,1
"1217",15,32,1
"1218",15,33,1
"1219",15,34,1
"1220",15,35,1
"1221",15,36,1
"1222",15,37,1
"1223",15,38,1
"1224",15,39,1
"1225",15,40,1
"1226",15,41,1
"1227",15,42,1
"1228",15,43,1
"1229",15,44,1
"1230",15,45,1
"1231",15,46,1
"1232",15,47,1
"1233",15,48,1
"1234",15,49,1
"1235",15,50,1
"1236",15,51,1
"1237",15,52,1
"1238",15,53,1
"1239",15,54,1
"1240",15,55,1
"1241",15,56,1
"1242",15,57,1
"1243",15,59,1
"1244",15,60,1
"1245",15,65,1
"1246",16,-56,0
"1247",16,-55,0
"1248",16,-54,0
"1249",16,-53,0
"1250",16,-50,0
"1251",16,-49,0
"1252",16,-48,0
"1253",16,-47,0
"1254",16,-46,0
"1255",16,-45,0
"1256",16,-44,0
"1257",16,-43,0
"1258",16,-42,0
"1259",16,-41,0
"1260",16,-40,0
"1261",16,-39,0
"1262",16,-38,0
"1263",16,-37,0
"1264",16,-36,0
"1265",16,-35,0
"1266",16,-34,0
"1267",16,-33,0
"1268",16,-32,0
"1269",16,-31,0
"1270",16,-30,0
"1271",16,-29,0.0034965034965035
"1272",16,-28,0.00615384615384615
"1273",16,-27,0.0025
"1274",16,-26,0.00801603206412826
"1275",16,-25,0.00185528756957328
"1276",16,-24,0.00619195046439629
"1277",16,-23,0.0131061598951507
"1278",16,-22,0.015625
"1279",16,-21,0.0124095139607032
"1280",16,-20,0.0205078125
"1281",16,-19,0.027124773960217
"1282",16,-18,0.0274294670846395
"1283",16,-17,0.0392296718972896
"1284",16,-16,0.0476505625413633
"1285",16,-15,0.0662650602409639
"1286",16,-14,0.0754364089775561
"1287",16,-13,0.0972477064220184
"1288",16,-12,0.124555160142349
"1289",16,-11,0.160521837776517
"1290",16,-10,0.184239733629301
"1291",16,-9,0.227272727272727
"1292",16,-8,0.275529865125241
"1293",16,-7,0.335853812224323
"1294",16,-6,0.380670611439842
"1295",16,-5,0.444444444444444
"1296",16,-4,0.512856150104239
"1297",16,-3,0.57921146953405
"1298",16,-2,0.643971631205674
"1299",16,-1,0.720599842146804
"1300",16,0,0.771035598705502
"1301",16,1,0.828890799656062
"1302",16,2,0.866836301950806
"1303",16,3,0.916961130742049
"1304",16,4,0.935452793834297
"1305",16,5,0.955375253549696
"1306",16,6,0.968348170128586
"1307",16,7,0.981798715203426
"1308",16,8,0.976394849785408
"1309",16,9,0.988108108108108
"1310",16,10,0.991831971995333
"1311",16,11,0.992753623188406
"1312",16,12,1
"1313",16,13,0.997340425531915
"1314",16,14,1
"1315",16,15,1
"1316",16,16,1
"1317",16,17,1
"1318",16,18,1
"1319",16,19,1
"1320",16,20,1
"1321",16,21,1
"1322",16,22,1
"1323",16,23,1
"1324",16,24,1
"1325",16,25,1
"1326",16,26,1
"1327",16,27,1
"1328",16,28,1
"1329",16,29,1
"1330",16,30,1
"1331",16,31,1
"1332",16,32,1
"1333",16,33,1
"1334",16,34,1
"1335",16,35,1
"1336",16,36,1
"1337",16,37,1
"1338",16,38,1
"1339",16,39,1
"1340",16,40,1
"1341",16,41,1
"1342",16,42,1
"1343",16,43,1
"1344",16,44,1
"1345",16,45,1
"1346",16,46,1
"1347",16,47,1
"1348",16,48,1
"1349",16,49,1
"1350",16,50,1
"1351",16,51,1
"1352",16,52,1
"1353",16,53,1
"1354",16,54,1
"1355",16,55,1
"1356",16,56,1
"1357",16,57,1
"1358",16,58,1
"1359",16,59,1
"1360",16,60,1
"1361",16,61,1
"1362",16,63,1
"1363",16,65,1
"1364",16,68,1
"1365",16,72,1
"1366",17,-56,0
"1367",17,-53,0
"1368",17,-52,0
"1369",17,-51,0
"1370",17,-50,0
"1371",17,-48,0
"1372",17,-47,0
"1373",17,-46,0
"1374",17,-45,0
"1375",17,-44,0
"1376",17,-43,0
"1377",17,-42,0
"1378",17,-41,0
"1379",17,-40,0
"1380",17,-39,0
"1381",17,-38,0
"1382",17,-37,0
"1383",17,-36,0
"1384",17,-35,0
"1385",17,-34,0
"1386",17,-33,0
"1387",17,-32,0
"1388",17,-31,0
"1389",17,-30,0
"1390",17,-29,0.00305810397553517
"1391",17,-28,0.0026525198938992
"1392",17,-27,0
"1393",17,-26,0.00394477317554241
"1394",17,-25,0.0062402496099844
"1395",17,-24,0.00727802037845706
"1396",17,-23,0.0160692212608158
"1397",17,-22,0.0155038759689922
"1398",17,-21,0.0160481444332999
"1399",17,-20,0.0249537892791128
"1400",17,-19,0.0273972602739726
"1401",17,-18,0.0246815286624204
"1402",17,-17,0.0344580043072505
"1403",17,-16,0.0425675675675676
"1404",17,-15,0.0576553491351698
"1405",17,-14,0.084017687934302
"1406",17,-13,0.10400478182905
"1407",17,-12,0.101977750309023
"1408",17,-11,0.149026763990268
"1409",17,-10,0.185446009389671
"1410",17,-9,0.215033887861984
"1411",17,-8,0.266540642722117
"1412",17,-7,0.324815063887021
"1413",17,-6,0.397241379310345
"1414",17,-5,0.459381739755572
"1415",17,-4,0.51228323699422
"1416",17,-3,0.583846153846154
"1417",17,-2,0.666666666666667
"1418",17,-1,0.699241786015164
"1419",17,0,0.792485055508113
"1420",17,1,0.819926873857404
"1421",17,2,0.865189289012004
"1422",17,3,0.907752698724239
"1423",17,4,0.927835051546392
"1424",17,5,0.946787148594378
"1425",17,6,0.966280295047418
"1426",17,7,0.972222222222222
"1427",17,8,0.986607142857143
"1428",17,9,0.988929889298893
"1429",17,10,0.995085995085995
"1430",17,11,0.997448979591837
"1431",17,12,0.998563218390805
"1432",17,13,0.99739921976593
"1433",17,14,0.998516320474777
"1434",17,15,1
"1435",17,16,1
"1436",17,17,1
"1437",17,18,1
"1438",17,19,1
"1439",17,20,1
"1440",17,21,1
"1441",17,22,1
"1442",17,23,1
"1443",17,24,1
"1444",17,25,1
"1445",17,26,1
"1446",17,27,1
"1447",17,28,1
"1448",17,29,1
"1449",17,30,1
"1450",17,31,1
"1451",17,32,1
"1452",17,33,1
"1453",17,34,1
"1454",17,35,1
"1455",17,36,1
"1456",17,37,1
"1457",17,38,1
"1458",17,39,1
"1459",17,40,1
"1460",17,41,1
"1461",17,42,1
"1462",17,43,1
"1463",17,44,1
"1464",17,45,1
"1465",17,46,1
"1466",17,47,1
"1467",17,48,1
"1468",17,49,1
"1469",17,50,1
"1470",17,51,1
"1471",17,52,1
"1472",17,53,1
"1473",17,54,1
"1474",17,55,1
"1475",17,56,1
"1476",17,57,1
"1477",17,58,1
"1478",17,59,1
"1479",17,60,1
"1480",17,61,1
"1481",17,62,1
"1482",17,63,1
"1483",17,64,1
"1484",17,65,1
"1485",17,66,1
"1486",17,69,1
"1487",17,71,1
"1488",17,72,1
"1489",17,73,1
"1490",18,-58,0
"1491",18,-56,0
"1492",18,-53,0
"1493",18,-52,0
"1494",18,-51,0
"1495",18,-50,0
"1496",18,-49,0
"1497",18,-48,0
"1498",18,-47,0
"1499",18,-46,0
"1500",18,-45,0
"1501",18,-44,0
"1502",18,-43,0
"1503",18,-42,0
"1504",18,-41,0
"1505",18,-40,0
"1506",18,-39,0
"1507",18,-38,0
"1508",18,-37,0
"1509",18,-36,0
"1510",18,-35,0
"1511",18,-34,0
"1512",18,-33,0
"1513",18,-32,0
"1514",18,-31,0
"1515",18,-30,0
"1516",18,-29,0
"1517",18,-28,0.00483091787439614
"1518",18,-27,0.00851063829787234
"1519",18,-26,0.00899280575539568
"1520",18,-25,0.00461538461538462
"1521",18,-24,0.00405405405405405
"1522",18,-23,0.0114068441064639
"1523",18,-22,0.00759219088937093
"1524",18,-21,0.0102564102564103
"1525",18,-20,0.0205303678357571
"1526",18,-19,0.0213270142180095
"1527",18,-18,0.0196649672250546
"1528",18,-17,0.0392156862745098
"1529",18,-16,0.0474598930481283
"1530",18,-15,0.0502645502645503
"1531",18,-14,0.0718336483931947
"1532",18,-13,0.0972388955582233
"1533",18,-12,0.113892365456821
"1534",18,-11,0.136391816491011
"1535",18,-10,0.188508715300194
"1536",18,-9,0.209646302250804
"1537",18,-8,0.284772577455504
"1538",18,-7,0.334259902710215
"1539",18,-6,0.381054131054131
"1540",18,-5,0.450788880540947
"1541",18,-4,0.510748702742772
"1542",18,-3,0.598347107438017
"1543",18,-2,0.657699443413729
"1544",18,-1,0.715404699738903
"1545",18,0,0.778711484593838
"1546",18,1,0.82046511627907
"1547",18,2,0.883525708289612
"1548",18,3,0.903125
"1549",18,4,0.948521358159912
"1550",18,5,0.956057007125891
"1551",18,6,0.962669683257919
"1552",18,7,0.976635514018692
"1553",18,8,0.982435597189696
"1554",18,9,0.991556091676719
"1555",18,10,0.992063492063492
"1556",18,11,0.995934959349594
"1557",18,12,0.998692810457516
"1558",18,13,1
"1559",18,14,1
"1560",18,15,0.998529411764706
"1561",18,16,1
"1562",18,17,0.998456790123457
"1563",18,18,1
"1564",18,19,1
"1565",18,20,1
"1566",18,21,1
"1567",18,22,1
"1568",18,23,1
"1569",18,24,1
"1570",18,25,1
"1571",18,26,1
"1572",18,27,1
"1573",18,28,1
"1574",18,29,1
"1575",18,30,1
"1576",18,31,1
"1577",18,32,1
"1578",18,33,1
"1579",18,34,1
"1580",18,35,1
"1581",18,36,1
"1582",18,37,1
"1583",18,38,1
"1584",18,39,1
"1585",18,40,1
"1586",18,41,1
"1587",18,42,1
"1588",18,43,1
"1589",18,44,1
"1590",18,45,1
"1591",18,46,1
"1592",18,47,1
"1593",18,48,1
"1594",18,49,1
"1595",18,50,1
"1596",18,51,1
"1597",18,52,1
"1598",18,53,1
"1599",18,54,1
"1600",18,55,1
"1601",18,56,1
"1602",18,57,1
"1603",18,58,1
"1604",18,59,1
"1605",18,60,1
"1606",18,61,1
"1607",18,62,1
"1608",18,63,1
"1609",18,64,1
"1610",18,65,1
"1611",18,66,1
"1612",18,67,1
"1613",18,68,1
"1614",18,69,1
"1615",18,71,1
"1616",18,72,1
"1617",18,73,1
"1618",18,74,1
"1619",18,78,1
"1620",18,81,1
"1621",18,82,1
"1622",19,-57,0
"1623",19,-55,0
"1624",19,-54,0
"1625",19,-53,0
"1626",19,-52,0
"1627",19,-50,0
"1628",19,-49,0
"1629",19,-48,0
"1630",19,-47,0
"1631",19,-46,0
"1632",19,-45,0
"1633",19,-44,0.0714285714285714
"1634",19,-43,0
"1635",19,-42,0
"1636",19,-41,0
"1637",19,-40,0
"1638",19,-39,0
"1639",19,-38,0
"1640",19,-37,0
"1641",19,-36,0
"1642",19,-35,0
"1643",19,-34,0
"1644",19,-33,0
"1645",19,-32,0
"1646",19,-31,0
"1647",19,-30,0.00338983050847458
"1648",19,-29,0
"1649",19,-28,0
"1650",19,-27,0
"1651",19,-26,0.00169491525423729
"1652",19,-25,0.00147492625368732
"1653",19,-24,0.00392670157068063
"1654",19,-23,0.00115074798619102
"1655",19,-22,0.00872410032715376
"1656",19,-21,0.0143266475644699
"1657",19,-20,0.0166083916083916
"1658",19,-19,0.022239263803681
"1659",19,-18,0.0246343341031563
"1660",19,-17,0.0384336475707034
"1661",19,-16,0.0488126649076517
"1662",19,-15,0.051436205744823
"1663",19,-14,0.0732623669380088
"1664",19,-13,0.0714285714285714
"1665",19,-12,0.13154533844189
"1666",19,-11,0.146133682830931
"1667",19,-10,0.17276814386641
"1668",19,-9,0.226945716154349
"1669",19,-8,0.248637602179837
"1670",19,-7,0.290136789056875
"1671",19,-6,0.374615384615385
"1672",19,-5,0.482361963190184
"1673",19,-4,0.52865213882163
"1674",19,-3,0.583406113537118
"1675",19,-2,0.655781112091792
"1676",19,-1,0.729468599033816
"1677",19,0,0.772030651340996
"1678",19,1,0.841784989858012
"1679",19,2,0.872570194384449
"1680",19,3,0.908151549942595
"1681",19,4,0.946882217090069
"1682",19,5,0.948081264108352
"1683",19,6,0.972636815920398
"1684",19,7,0.979460847240051
"1685",19,8,0.98970398970399
"1686",19,9,0.990654205607477
"1687",19,10,0.990424076607387
"1688",19,11,0.997105643994211
"1689",19,12,0.998540145985401
"1690",19,13,1
"1691",19,14,0.998554913294798
"1692",19,15,0.998427672955975
"1693",19,16,1
"1694",19,17,1
"1695",19,18,1
"1696",19,19,1
"1697",19,20,1
"1698",19,21,1
"1699",19,22,1
"1700",19,23,1
"1701",19,24,1
"1702",19,25,1
"1703",19,26,1
"1704",19,27,1
"1705",19,28,1
"1706",19,29,1
"1707",19,30,1
"1708",19,31,1
"1709",19,32,1
"1710",19,33,1
"1711",19,34,1
"1712",19,35,1
"1713",19,36,1
"1714",19,37,1
"1715",19,38,1
"1716",19,39,1
"1717",19,40,1
"1718",19,41,1
"1719",19,42,1
"1720",19,43,1
"1721",19,44,1
"1722",19,45,1
"1723",19,46,1
"1724",19,47,1
"1725",19,48,1
"1726",19,49,1
"1727",19,50,1
"1728",19,51,1
"1729",19,52,1
"1730",19,53,1
"1731",19,54,1
"1732",19,55,1
"1733",19,56,1
"1734",19,57,1
"1735",19,58,1
"1736",19,59,1
"1737",19,60,1
"1738",19,61,1
"1739",19,62,1
"1740",19,63,1
"1741",19,64,1
"1742",19,65,1
"1743",19,66,1
"1744",19,67,1
"1745",19,68,1
"1746",19,69,1
"1747",19,70,1
"1748",19,71,1
"1749",19,72,1
"1750",19,73,1
"1751",19,74,1
"1752",19,75,1
"1753",19,76,1
"1754",19,77,1
"1755",19,79,1
"1756",19,82,1
"1757",19,84,1
"1758",19,85,1
"1759",19,89,1
"1760",20,-61,0
"1761",20,-56,0
"1762",20,-53,0
"1763",20,-52,0
"1764",20,-51,0
"1765",20,-50,0
"1766",20,-49,0
"1767",20,-48,0
"1768",20,-47,0
"1769",20,-46,0
"1770",20,-45,0
"1771",20,-44,0
"1772",20,-43,0
"1773",20,-42,0
"1774",20,-41,0.0212765957446809
"1775",20,-40,0
"1776",20,-39,0
"1777",20,-38,0
"1778",20,-37,0
"1779",20,-36,0
"1780",20,-35,0
"1781",20,-34,0
"1782",20,-33,0
"1783",20,-32,0
"1784",20,-31,0
"1785",20,-30,0
"1786",20,-29,0.0025706940874036
"1787",20,-28,0.00409836065573771
"1788",20,-27,0.00374531835205993
"1789",20,-26,0.00655737704918033
"1790",20,-25,0.00465116279069767
"1791",20,-24,0.00253807106598985
"1792",20,-23,0.00679501698754247
"1793",20,-22,0.0102669404517454
"1794",20,-21,0.012218045112782
"1795",20,-20,0.0134228187919463
"1796",20,-19,0.0159235668789809
"1797",20,-18,0.0232052211747643
"1798",20,-17,0.0284745762711864
"1799",20,-16,0.0355029585798817
"1800",20,-15,0.0514705882352941
"1801",20,-14,0.0640204865556978
"1802",20,-13,0.0738299274884641
"1803",20,-12,0.112523839796567
"1804",20,-11,0.140316205533597
"1805",20,-10,0.174863387978142
"1806",20,-9,0.206847360912981
"1807",20,-8,0.257305773342837
"1808",20,-7,0.324447829398324
"1809",20,-6,0.381184103811841
"1810",20,-5,0.479084451460142
"1811",20,-4,0.52122854561879
"1812",20,-3,0.563764291996482
"1813",20,-2,0.674976030680729
"1814",20,-1,0.714285714285714
"1815",20,0,0.799795709908069
"1816",20,1,0.837777777777778
"1817",20,2,0.874717832957111
"1818",20,3,0.911290322580645
"1819",20,4,0.946969696969697
"1820",20,5,0.952267303102625
"1821",20,6,0.970333745364648
"1822",20,7,0.981818181818182
"1823",20,8,0.987788331071913
"1824",20,9,0.994152046783626
"1825",20,10,0.997218358831711
"1826",20,11,0.996726677577741
"1827",20,12,0.9984375
"1828",20,13,0.99568345323741
"1829",20,14,1
"1830",20,15,1
"1831",20,16,1
"1832",20,17,1
"1833",20,18,1
"1834",20,19,1
"1835",20,20,1
"1836",20,21,1
"1837",20,22,1
"1838",20,23,1
"1839",20,24,1
"1840",20,25,1
"1841",20,26,1
"1842",20,27,1
"1843",20,28,1
"1844",20,29,1
"1845",20,30,1
"1846",20,31,1
"1847",20,32,1
"1848",20,33,1
"1849",20,34,1
"1850",20,35,1
"1851",20,36,1
"1852",20,37,1
"1853",20,38,1
"1854",20,39,1
"1855",20,40,1
"1856",20,41,1
"1857",20,42,1
"1858",20,43,1
"1859",20,44,1
"1860",20,45,1
"1861",20,46,1
"1862",20,47,1
"1863",20,48,1
"1864",20,49,1
"1865",20,50,1
"1866",20,51,1
"1867",20,52,1
"1868",20,53,1
"1869",20,54,1
"1870",20,55,1
"1871",20,56,1
"1872",20,57,1
"1873",20,58,1
"1874",20,59,1
"1875",20,60,1
"1876",20,61,1
"1877",20,62,1
"1878",20,63,1
"1879",20,64,1
"1880",20,65,1
"1881",20,66,1
"1882",20,67,1
"1883",20,68,1
"1884",20,69,1
"1885",20,70,1
"1886",20,71,1
"1887",20,72,1
"1888",20,73,1
"1889",20,74,1
"1890",20,75,1
"1891",20,76,1
"1892",20,78,1
"1893",20,80,1
"1894",20,81,1
"1895",20,83,1
"1896",20,84,1
"1897",20,85,1
"1898",20,87,1
"1899",20,88,1
"1900",20,89,1
"1901",20,91,1
"1902",21,-57,0
"1903",21,-56,0
"1904",21,-55,0
"1905",21,-54,0
"1906",21,-53,0
"1907",21,-50,0
"1908",21,-49,0
"1909",21,-48,0
"1910",21,-47,0
"1911",21,-46,0
"1912",21,-45,0
"1913",21,-44,0
"1914",21,-43,0
"1915",21,-42,0
"1916",21,-41,0
"1917",21,-40,0
"1918",21,-39,0
"1919",21,-38,0
"1920",21,-37,0
"1921",21,-36,0
"1922",21,-35,0
"1923",21,-34,0
"1924",21,-33,0
"1925",21,-32,0
"1926",21,-31,0
"1927",21,-30,0
"1928",21,-29,0.00231481481481481
"1929",21,-28,0
"1930",21,-27,0.00181818181818182
"1931",21,-26,0.00313971742543171
"1932",21,-25,0.00687757909215956
"1933",21,-24,0.00509554140127389
"1934",21,-23,0.00464037122969838
"1935",21,-22,0.00206825232678387
"1936",21,-21,0.00903342366757001
"1937",21,-20,0.0129975629569456
"1938",21,-19,0.0166534496431404
"1939",21,-18,0.0162659123055163
"1940",21,-17,0.0284495021337127
"1941",21,-16,0.0435374149659864
"1942",21,-15,0.05
"1943",21,-14,0.0808729139922978
"1944",21,-13,0.0747354497354497
"1945",21,-12,0.109226594301221
"1946",21,-11,0.12624584717608
"1947",21,-10,0.158402203856749
"1948",21,-9,0.212253829321663
"1949",21,-8,0.26304347826087
"1950",21,-7,0.325636942675159
"1951",21,-6,0.387689848121503
"1952",21,-5,0.459459459459459
"1953",21,-4,0.502369668246445
"1954",21,-3,0.603595080416273
"1955",21,-2,0.667318982387476
"1956",21,-1,0.75451647183847
"1957",21,0,0.781485468245425
"1958",21,1,0.825646794150731
"1959",21,2,0.895591647331787
"1960",21,3,0.916890080428954
"1961",21,4,0.938364779874214
"1962",21,5,0.951149425287356
"1963",21,6,0.981534090909091
"1964",21,7,0.994252873563218
"1965",21,8,0.988538681948424
"1966",21,9,0.987377279102384
"1967",21,10,0.996927803379416
"1968",21,11,0.995454545454545
"1969",21,12,0.995245641838352
"1970",21,13,1
"1971",21,14,1
"1972",21,15,1
"1973",21,16,0.998260869565217
"1974",21,17,1
"1975",21,18,1
"1976",21,19,1
"1977",21,20,1
"1978",21,21,1
"1979",21,22,1
"1980",21,23,1
"1981",21,24,1
"1982",21,25,1
"1983",21,26,1
"1984",21,27,1
"1985",21,28,1
"1986",21,29,1
"1987",21,30,1
"1988",21,31,1
"1989",21,32,1
"1990",21,33,1
"1991",21,34,1
"1992",21,35,1
"1993",21,36,1
"1994",21,37,1
"1995",21,38,1
"1996",21,39,1
"1997",21,40,1
"1998",21,41,1
"1999",21,42,1
"2000",21,43,1
"2001",21,44,1
"2002",21,45,1
"2003",21,46,1
"2004",21,47,1
"2005",21,48,1
"2006",21,49,1
"2007",21,50,1
"2008",21,51,1
"2009",21,52,1
"2010",21,53,1
"2011",21,54,1
"2012",21,55,1
"2013",21,56,1
"2014",21,57,1
"2015",21,58,1
"2016",21,59,1
"2017",21,60,1
"2018",21,61,1
"2019",21,62,1
"2020",21,63,1
"2021",21,64,1
"2022",21,65,1
"2023",21,66,1
"2024",21,67,1
"2025",21,68,1
"2026",21,69,1
"2027",21,70,1
"2028",21,71,1
"2029",21,72,1
"2030",21,73,1
"2031",21,74,1
"2032",21,75,1
"2033",21,76,1
"2034",21,77,1
"2035",21,78,1
"2036",21,79,1
"2037",21,80,1
"2038",21,81,1
"2039",21,82,1
"2040",21,84,1
"2041",21,85,1
"2042",21,86,1
"2043",21,87,1
"2044",21,88,1
"2045",21,91,1
"2046",21,92,1
"2047",21,97,1
"2048",21,98,1
"2049",21,99,1
"2050",21,100,1
"2051",21,102,1
"2052",21,111,1
"2053",21,114,1
"2054",22,-58,0
"2055",22,-56,0
"2056",22,-55,0
"2057",22,-54,0
"2058",22,-53,0
"2059",22,-50,0
"2060",22,-49,0
"2061",22,-48,0
"2062",22,-47,0
"2063",22,-46,0
"2064",22,-45,0
"2065",22,-44,0
"2066",22,-43,0
"2067",22,-42,0.0227272727272727
"2068",22,-41,0
"2069",22,-40,0
"2070",22,-39,0
"2071",22,-38,0
"2072",22,-37,0
"2073",22,-36,0
"2074",22,-35,0
"2075",22,-34,0
"2076",22,-33,0
"2077",22,-32,0
"2078",22,-31,0
"2079",22,-30,0.0027027027027027
"2080",22,-29,0
"2081",22,-28,0.00408163265306122
"2082",22,-27,0
"2083",22,-26,0.00276243093922652
"2084",22,-25,0.00275103163686382
"2085",22,-24,0.00593119810201661
"2086",22,-23,0.00434310532030402
"2087",22,-22,0.00576368876080692
"2088",22,-21,0.00634632819582956
"2089",22,-20,0.011443661971831
"2090",22,-19,0.024224072672218
"2091",22,-18,0.0161054172767204
"2092",22,-17,0.0286312849162011
"2093",22,-16,0.0373185901865929
"2094",22,-15,0.0424403183023873
"2095",22,-14,0.0597302504816956
"2096",22,-13,0.0728643216080402
"2097",22,-12,0.106973595125254
"2098",22,-11,0.119214586255259
"2099",22,-10,0.145070422535211
"2100",22,-9,0.202823179791976
"2101",22,-8,0.282012195121951
"2102",22,-7,0.318577075098814
"2103",22,-6,0.392857142857143
"2104",22,-5,0.450805008944544
"2105",22,-4,0.547368421052632
"2106",22,-3,0.610655737704918
"2107",22,-2,0.681521739130435
"2108",22,-1,0.74247491638796
"2109",22,0,0.798525798525799
"2110",22,1,0.832363213038417
"2111",22,2,0.894472361809045
"2112",22,3,0.918367346938776
"2113",22,4,0.941935483870968
"2114",22,5,0.962059620596206
"2115",22,6,0.982808022922636
"2116",22,7,0.98796992481203
"2117",22,8,0.984732824427481
"2118",22,9,0.9936
"2119",22,10,0.996884735202492
"2120",22,11,0.996875
"2121",22,12,0.99645390070922
"2122",22,13,1
"2123",22,14,1
"2124",22,15,1
"2125",22,16,1
"2126",22,17,1
"2127",22,18,1
"2128",22,19,1
"2129",22,20,1
"2130",22,21,1
"2131",22,22,1
"2132",22,23,1
"2133",22,24,1
"2134",22,25,1
"2135",22,26,1
"2136",22,27,1
"2137",22,28,1
"2138",22,29,1
"2139",22,30,1
"2140",22,31,1
"2141",22,32,1
"2142",22,33,1
"2143",22,34,1
"2144",22,35,1
"2145",22,36,1
"2146",22,37,1
"2147",22,38,1
"2148",22,39,1
"2149",22,40,1
"2150",22,41,1
"2151",22,42,1
"2152",22,43,1
"2153",22,44,1
"2154",22,45,1
"2155",22,46,1
"2156",22,47,1
"2157",22,48,1
"2158",22,49,1
"2159",22,50,1
